path,guid,existsNow,serializedOwnerCount,serializedOwners,exactTextReferrerCount,exactTextReferrers,deleteAuthorized
Assets/NTSD/Sprite/Character/Hsasori/Hsasori_f.bmp,662894266f8419a43a4c5101d3e1a4e1,True,0,,0,,False
Assets/NTSD/Sprite/Character/Hsasori/Hsasori_s.bmp,78b192fc51a9ec94c9b480fd9a61f87a,True,0,,0,,False
Assets/NTSD/Sprite/Character/hunter/claw_nin.bmp,ce9a7de8f0e7c10409ce1bac25458a85,True,0,,0,,False
Assets/NTSD/Sprite/Character/hunter/hunter_0.bmp,b9f8c78ae8bb64b4dba5872ec7e27b0d,True,0,,0,,False
Assets/NTSD/Sprite/Character/hunter/hunter_f.bmp,0134ed308efda7f489a6794e26905f2a,True,0,,0,,False
Assets/NTSD/Sprite/Character/hunter/hunter_s.bmp,b3395feb57afab641bc028623e0f3416,True,0,,0,,False
Assets/NTSD/Sprite/Character/itachi/itachi.bmp,a5d4a1610ae5d1f4d86f45019e257c29,True,0,,0,,False
Assets/NTSD/Sprite/Character/itachi/itachi_2.bmp,61d3d34d0d629e74ca5a99690401305a,True,0,,0,,False
Assets/NTSD/Sprite/Character/itachi/itachi_3.bmp,c436bb46d01dfaa49b0c13ad1dc9fed6,True,0,,0,,False
Assets/NTSD/Sprite/Character/itachi/itachi_4.bmp,6a5296dd0da0c2b4c904ef9306dae71a,True,0,,0,,False
Assets/NTSD/Sprite/Character/itachi/itachi_f.bmp,51523d80b7d0da94284c626be0c8a985,True,0,,0,,False
Assets/NTSD/Sprite/Character/itachi/itachi_s.bmp,3f01a567c8414444abab3f3824c26cf9,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiraiya/jiraiya.bmp,df70c6ca128adb54fa31a7e6b141ea7b,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiraiya/jiraiya_2.bmp,eb2a7d492d48f1c4db930a9c1801977d,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiraiya/jiraiya_3.bmp,f5997c2af2d2ede4991d5ed197a3ed0e,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiraiya/jiraiya_4.bmp,6fe6fc8f0ce325d4991c57d08bedff41,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiraiya/jiraiya_f.bmp,e7519bed0e7489949b783882c33227bc,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiraiya/jiraiya_s.bmp,4038b4f29260f714da1fd809c4ce4046,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiroubou/cave.bmp,855e09e9c99987a42a0a0032bdbec52a,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiroubou/jiroubou.bmp,ea5bfeaac3677dc4c9d1c05d1f3727c1,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiroubou/jiroubou_2.bmp,4cdf9d0993f987c4c80329a187f438aa,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiroubou/jiroubou_3.bmp,27664b33bea40814096ba1889f844005,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiroubou/jiroubou_f.bmp,5493340f255492d4e9c8626378608e85,True,0,,0,,False
Assets/NTSD/Sprite/Character/jiroubou/jiroubou_s.bmp,a9c0c17e26d452d4b85039c2201272b4,True,0,,0,,False
Assets/NTSD/Sprite/Character/kabuto/kabuto.bmp,8cd5fd347d0faaa48adf753b3c85e40d,True,0,,0,,False
