path,category,exists,metaExists,guid,sha256,serializedReferrerCount,serializedReferrers,deleteAuthorized
Assets/NTSD/Sprite/Common/ground.bmp,Common,True,True,75273dd98b50c914998ce1e31742e7e3,8783C6F0F78B64F82C85CCB200E3968669705CAA832D9FA9028FE3F9D07AF710,0,,False
Assets/NTSD/Sprite/Common/hakke.bmp,Common,True,True,ddf208529465a874cad796d318e6a3d9,38ECCDDFDD6B3EB2AE8BAC687D09BD5CFF2D4935D7AD03AC019123F649BF5DD8,0,,False
Assets/NTSD/Sprite/Common/jiraiya_4.bmp,Common,True,True,e13db7f4a04ba7745828f368dc64c964,CC0F49F7CC369F6C6ABE05112E4923AA11F3E42BA303F7C5C5F2B6AAC691A913,0,,False
Assets/NTSD/Sprite/Common/rasengan.bmp,Common,True,True,66de9fbee2b6a4c48a1bb2e938ef3d5d,8A728A99B65D80E0F72E82645E50AA0A55C07971F06908C51791CF6B2A45E8E8,0,,False
Assets/NTSD/Sprite/Common/rasengan_ball.bmp,Common,True,True,1cf9ad81772b3c143aae8638ed259ca7,2414546862288BF0092C7BAF0635095BB10ED1648843B7218749FE4C73611EEA,0,,False
Assets/NTSD/Sprite/Common/red.bmp,Common,True,True,7af83db27b730764693385fc63306f98,30FF5AA6F9BDD40E17382FC796D0E5A5979B4C648FF713D2CB2760F876EE9CCA,0,,False
Assets/NTSD/Sprite/Common/sand2.bmp,Common,True,True,0d50457d3f3ba61498b178f5fb119332,2AA8D7221DAFEA7870911B641FE11E9CCC5643D11619D872CCFB3D719B5DE634,0,,False
Assets/NTSD/Sprite/Common/sharingan1_b.bmp,Common,True,True,bb25dbd2d386467439bdf6eb0f0436ab,434990A9FD609D73EBBF55A0DA022A0A6FC6E99C137FE6663F27569ECC4F6B30,0,,False
Assets/NTSD/Sprite/Common/sharingan2_b.bmp,Common,True,True,4c9a3efb9b3027347ad2d9a7a3ed778e,9021482FEA29741A381D92A3A7E3A32550D2C7391EAE90AB3CAFEA3A033141FE,0,,False
Assets/NTSD/Sprite/Common/sharingan3_b.bmp,Common,True,True,db0a804e64098624184108353e984769,28A02BC607AF87C8AABDD46A7373B4F79D963A9A20668E73A83D01A8500052CA,0,,False
Assets/NTSD/Sprite/Common/sharingan4_b.bmp,Common,True,True,8871829127dce2e4995f81835e8f0bc5,97A091459A223721DBABF31776CFC1BB592F2B0F05EA76678FB83E98AB0A8987,0,,False
Assets/NTSD/Sprite/Common/shuriken.bmp,Common,True,True,50d3eea9828dc2b4fb7527bd1fa36792,BC5B8481546E8D781FD0BE6CFFDA353B1EFE82FBCAD414B2E4019AF9ACC04BC3,0,,False
Assets/NTSD/Sprite/Common/smoke.bmp,Common,True,True,917b71b90a78c454d8a69d866178444c,325EC4E3662FE273C629B29630197CD740CEF88EB1EBA5C21A6508427EF3AFD8,0,,False
Assets/NTSD/Sprite/Common/sword.bmp,Common,True,True,17d9bb89f6d60a743be38a2ea33faee4,5225B306D8E54AEC3A61B46D0788152A9BA8DA3248723D17AEBD3A047A7A3697,0,,False
Assets/NTSD/Sprite/Common/temari_wind.bmp,Common,True,True,c2ef256d9b1637544bb52b6b8dd33013,AC26BAC6B14061E5C617D2C374C3EF16DEAC420A2841A112B8BABAA6AC66A446,0,,False
Assets/NTSD/Sprite/Common/temari_ww.bmp,Common,True,True,db9c880d67a3a364fba44ab1ced23e1a,44ABE5EB2B236CD8BFB2E363D8FAD6486A6D0FA65D9BBC5109D5C50F77F68406,0,,False
